"","Place","Name","Grade","School","Prelims_Time","Finals_Time","Points","Exhibition","DQ","Event","State","Division"
"410",16,"Bobby Keller","JR","Lexington","236.10","305.45",NA,0,0,"Boys 1 mtr Diving","OH"," Division 2"
"411",1,NA,"JR","Columbus Wellington School","218.50","337.55",NA,0,0,"Boys 1 mtr Diving","OH"," Division 2"
"412",2,NA,"JR","Celina","206.45","301.05",NA,0,0,"Boys 1 mtr Diving","OH"," Division 2"
"413",3,NA,"JR","Gates Mills Hawken","190.75","297.15",NA,0,0,"Boys 1 mtr Diving","OH"," Division 2"
"414",4,NA,"JR","Columbus Wellington School","204.00","280.60",NA,0,0,"Boys 1 mtr Diving","OH"," Division 2"
"415",5,NA,"JR","Cincinnati Mariemont","168.00","269.10",NA,0,0,"Boys 1 mtr Diving","OH"," Division 2"
"416",6,NA,"JR","Cincinnati Wyoming","165.05","261.65",NA,0,0,"Boys 1 mtr Diving","OH"," Division 2"
"417",7,NA,"JR","Lexington","170.45","260.45",NA,0,0,"Boys 1 mtr Diving","OH"," Division 2"
"418",9,NA,"SR","Toledo Maumee Valley Country D","174.15","256.25",NA,0,0,"Boys 1 mtr Diving","OH"," Division 2"
"419",10,NA,"SR","Kettering Archbishop Alter","159.25","256.00",NA,0,0,"Boys 1 mtr Diving","OH"," Division 2"
"420",11,NA,"JR","Beachwood","163.90","252.95",NA,0,0,"Boys 1 mtr Diving","OH"," Division 2"
"421",12,NA,"JR","St Marys Memorial","159.00","249.15",NA,0,0,"Boys 1 mtr Diving","OH"," Division 2"
"422",13,NA,"JR","Lexington","152.30","236.10",NA,0,0,"Boys 1 mtr Diving","OH"," Division 2"
"423",14,NA,"SR","Lima Shawnee","152.55","234.10",NA,0,0,"Boys 1 mtr Diving","OH"," Division 2"
"424",15,NA,"FR","Huron","146.95","233.20",NA,0,0,"Boys 1 mtr Diving","OH"," Division 2"
"425",19,"Michael Holtz","SR","Hunting Valley University Scho","147.00","147.00",NA,0,0,"Boys 1 mtr Diving","OH"," Division 2"
"426",20,"Schafer Eckerle","SR","Aurora","145.05","145.05",NA,0,0,"Boys 1 mtr Diving","OH"," Division 2"
"427",1,NA,"JR","Columbus Wellington School",NA,"218.50",NA,0,0,"Boys 1 mtr Diving","OH"," Division 2"
"428",2,NA,"JR","Celina",NA,"206.45",NA,0,0,"Boys 1 mtr Diving","OH"," Division 2"
"429",3,NA,"JR","Columbus Wellington School",NA,"204.00",NA,0,0,"Boys 1 mtr Diving","OH"," Division 2"
"430",4,NA,"JR","Gates Mills Hawken",NA,"190.75",NA,0,0,"Boys 1 mtr Diving","OH"," Division 2"
"431",6,"Miller Karns","SR","Toledo Maumee Valley Country D",NA,"174.15",NA,0,0,"Boys 1 mtr Diving","OH"," Division 2"
"432",7,"Max Roth","JR","Lexington",NA,"170.45",NA,0,0,"Boys 1 mtr Diving","OH"," Division 2"
"433",8,"Nathan Cox","JR","Cincinnati Mariemont",NA,"168.00",NA,0,0,"Boys 1 mtr Diving","OH"," Division 2"
"434",9,"Pavel Gerasimchuk","JR","Cincinnati Wyoming",NA,"165.05",NA,0,0,"Boys 1 mtr Diving","OH"," Division 2"
"435",10,"Seth Warner","JR","Beachwood",NA,"163.90",NA,0,0,"Boys 1 mtr Diving","OH"," Division 2"
"436",11,"Jack Kernan","SR","Kettering Archbishop Alter",NA,"159.25",NA,0,0,"Boys 1 mtr Diving","OH"," Division 2"
"437",12,"Kameron MacLean","JR","St Marys Memorial",NA,"159.00",NA,0,0,"Boys 1 mtr Diving","OH"," Division 2"
"438",14,"Charlie Spyker","SR","Lima Shawnee",NA,"152.55",NA,0,0,"Boys 1 mtr Diving","OH"," Division 2"
"439",1,NA,NA,"Gates Mills Hawken","1:44.72","1:44.22",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 2"
"440",2,NA,NA,"Columbus School for Girls","1:45.23","1:44.52",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 2"
"441",3,NA,NA,"Gates Mills Gilmour Academy","1:47.80","1:46.98",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 2"
"442",4,NA,NA,"Celina","1:48.51","1:47.84",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 2"
"443",5,NA,NA,"Cincinnati Indian Hill","1:47.53","1:49.31",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 2"
"444",6,NA,NA,"St Clairsville","1:49.73","1:50.39",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 2"
"445",7,NA,NA,"Shaker Hts Hathaway Brown","1:49.28","1:50.64",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 2"
"446",8,NA,NA,"Oak Harbor","1:51.52","1:51.03",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 2"
"447",9,NA,NA,"Cincinnati Mariemont","1:52.08","1:52.28",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 2"
"448",10,NA,NA,"Bay Village Bay","1:52.17","1:52.47",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 2"
"449",11,NA,NA,"Gahanna Columbus Academy","1:51.95","1:52.51",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 2"
"450",12,NA,NA,"Lexington","1:51.65","1:53.13",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 2"
"451",13,NA,NA,"Pepper Pike Orange","1:52.11","1:53.28",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 2"
"452",14,NA,NA,"Ontario","1:52.74","1:53.30",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 2"
"453",15,NA,NA,"Ottawa Glandorf","1:52.18","1:53.50",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 2"
"454",16,NA,NA,"Chagrin Falls","1:53.18","1:53.97",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 2"
"455",1,NA,NA,"Gates Mills Hawken","1:45.79","1:44.72",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 2"
"456",2,NA,NA,"Columbus School for Girls","1:46.39","1:45.23",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 2"
"457",3,NA,NA,"Cincinnati Indian Hill","1:48.04","1:47.53",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 2"
"458",4,NA,NA,"Gates Mills Gilmour Academy","1:46.71","1:47.80",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 2"
"459",5,NA,NA,"Celina","1:48.44","1:48.51",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 2"
"460",6,NA,NA,"Shaker Hts Hathaway Brown","1:45.21","1:49.28",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 2"
"461",7,NA,NA,"St Clairsville","1:49.54","1:49.73",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 2"
"462",8,NA,NA,"Oak Harbor","1:51.10","1:51.52",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 2"
"463",9,NA,NA,"Lexington","1:51.42","1:51.65",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 2"
"464",10,NA,NA,"Gahanna Columbus Academy","1:52.40","1:51.95",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 2"
"465",11,NA,NA,"Cincinnati Mariemont","1:51.88","1:52.08",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 2"
"466",12,NA,NA,"Pepper Pike Orange","1:51.82","1:52.11",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 2"
"467",13,NA,NA,"Bay Village Bay","1:51.27","1:52.17",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 2"
"468",14,NA,NA,"Ottawa Glandorf","1:52.06","1:52.18",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 2"
"469",15,NA,NA,"Ontario","1:54.56","1:52.74",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 2"
"470",16,NA,NA,"Chagrin Falls","1:52.12","1:53.18",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 2"
"471",17,NA,NA,"Tipp City Tippecanoe","1:53.30","1:53.71",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 2"
"472",18,NA,NA,"Akron Archbishop Hoban","1:54.29","1:54.18",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 2"
"473",19,NA,NA,"Cinci Hills Christian Academy","1:54.42","1:54.55",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 2"
"474",20,NA,NA,"Springfield Kenton Ridge","1:54.10","1:55.21",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 2"
"475",21,NA,NA,"New Bremen","1:53.43","1:55.42",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 2"
"476",22,NA,NA,"Cincinnati Country Day","1:53.47","1:55.51",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 2"
"477",23,NA,NA,"Chagrin Falls Kenston","1:55.33","1:56.66",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 2"
"478",NA,NA,NA,"St Xavier","1:27.97","1:27.97",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 2"
"479",1,NA,NA,"Hunting Valley University Scho","1:36.83","1:33.67",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 2"
"480",2,NA,NA,"Gates Mills Hawken","1:36.39","1:35.42",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 2"
"481",3,NA,NA,"Hamilton Badin","1:36.93","1:35.78",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 2"
"482",4,NA,NA,"Cincinnati Indian Hill","1:37.69","1:37.50",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 2"
"483",5,NA,NA,"Cincinnati Seven Hills","1:36.84","1:37.74",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 2"
"484",6,NA,NA,"Chagrin Falls","1:38.33","1:37.87",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 2"
"485",7,NA,NA,"Lexington","1:37.41","1:37.94",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 2"
"486",8,NA,NA,"Dover","1:37.71","1:38.41",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 2"
"487",9,NA,NA,"Ashland","1:38.84","1:39.12",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 2"
"488",10,NA,NA,"Sandusky St Mary Central Cath","1:38.52","1:39.15",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 2"
"489",11,NA,NA,"Lima Shawnee","1:39.09","1:39.59",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 2"
"490",12,NA,NA,"Canfield","1:39.79","1:39.89",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 2"
"491",13,NA,NA,"Rocky River","1:39.57","1:40.00",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 2"
"492",14,NA,NA,"Beachwood","1:40.18","1:40.91",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 2"
"493",15,NA,NA,"Dayton Chaminade Julienne","1:40.46","1:41.13",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 2"
"494",16,NA,NA,"Vandalia Butler","1:39.63","1:42.64",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 2"
"495",NA,NA,NA,"St Xavier","1:27.97","1:27.97",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 2"
"496",1,NA,NA,"Gates Mills Hawken","1:38.23","1:36.39",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 2"
"497",2,NA,NA,"Hunting Valley University Scho","1:36.52","1:36.83",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 2"
"498",3,NA,NA,"Cincinnati Seven Hills","1:37.50","1:36.84",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 2"
"499",4,NA,NA,"Hamilton Badin","1:36.66","1:36.93",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 2"
"500",5,NA,NA,"Lexington","1:38.76","1:37.41",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 2"
"501",6,NA,NA,"Cincinnati Indian Hill","1:37.90","1:37.69",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 2"
"502",7,NA,NA,"Dover","1:37.81","1:37.71",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 2"
"503",8,NA,NA,"Chagrin Falls","1:38.15","1:38.33",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 2"
"504",9,NA,NA,"Sandusky St Mary Central Cath","1:39.61","1:38.52",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 2"
"505",10,NA,NA,"Ashland","1:38.75","1:38.84",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 2"
"506",11,NA,NA,"Lima Shawnee","1:39.74","1:39.09",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 2"
"507",12,NA,NA,"Rocky River","1:41.33","1:39.57",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 2"
"508",13,NA,NA,"Vandalia Butler","1:40.55","1:39.63",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 2"
"509",14,NA,NA,"Canfield","1:39.63","1:39.79",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 2"
"510",15,NA,NA,"Beachwood","1:39.05","1:40.18",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 2"
"511",16,NA,NA,"Dayton Chaminade Julienne","1:41.62","1:40.46",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 2"
"512",17,NA,NA,"St Marys Memorial","1:40.17","1:40.54",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 2"
"513",18,NA,NA,"Middletown Bishop Fenwick","1:40.60","1:40.65",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 2"
"514",19,NA,NA,"Sandusky Perkins","1:40.86","1:42.08",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 2"
"515",20,NA,NA,"Aurora","1:41.72","1:42.48",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 2"
"516",21,NA,NA,"Oak Harbor","1:41.13","1:42.58",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 2"
"517",22,NA,NA,"Norwalk St Paul","1:41.04","1:42.84",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 2"
"518",23,NA,NA,"Granville","1:42.81","1:44.69",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 2"
"519",NA,NA,NA,"Cora Dupre","1:45.91","1:45.91",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"520",1,"Ella Jo Piersma","SO","Cincinnati Seven Hills","1:49.16","1:49.26",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"521",2,"Tori Culotta","SO","Gates Mills Hawken","1:52.67","1:50.93",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"522",3,"Brooke Schuette","SR","Wauseon","1:53.15","1:53.60",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"523",4,"Ella Gilson","JR","Gates Mills Hawken","1:53.23","1:53.74",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"524",5,"Mikaela Elliott","SR","Cincinnati Wyoming","1:53.78","1:53.77",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"525",6,"Grace Ramirez","JR","Cincinnati Country Day","1:54.10","1:53.93",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"526",7,"Audrey Conley","SO","Waynesville","1:53.99","1:54.47",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"527",8,"Jocelyn Spanbauer","SR","Cincinnati Seven Hills","1:54.11","1:55.19",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"528",9,"Caroline Holmes","SR","Dresden - Tri-Valley","1:54.60","1:53.30",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"529",10,"Ellie MacPhail","JR","Shaker Hts Hathaway Brown","1:54.42","1:54.76",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"530",11,"Sonia Bowers","JR","Baltimore LIberty Union","1:54.79","1:55.59",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"531",12,"Lily Klinginsmith","SO","Pepper Pike Orange","1:54.92","1:55.72",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"532",13,"Meredith Stewart","FR","Shaker Hts Hathaway Brown","1:54.78","1:55.75",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"533",14,"Lauren Musbach","SR","Gates Mills Hawken","1:55.12","1:55.83",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"534",15,"Brienne Trumpower","FR","Ontario","1:55.58","1:56.03",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"535",16,"Stephanie Tropper","JR","Shaker Hts Hathaway Brown","1:55.12","1:56.06",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"536",NA,NA,NA,"Cora Dupre","1:45.91","1:45.91",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"537",1,"Ella Jo Piersma","SO","Cincinnati Seven Hills","1:50.08","1:49.16",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"538",2,"Tori Culotta","SO","Gates Mills Hawken","1:55.72","1:52.67",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"539",3,"Brooke Schuette","SR","Wauseon","1:52.88","1:53.15",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"540",4,"Ella Gilson","JR","Gates Mills Hawken","1:54.04","1:53.23",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"541",5,"Mikaela Elliott","SR","Cincinnati Wyoming","1:54.21","1:54.21",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"542",6,"Audrey Conley","SO","Waynesville","1:53.59","1:53.99",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"543",7,"Grace Ramirez","JR","Cincinnati Country Day","1:53.84","1:54.10",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"544",8,"Jocelyn Spanbauer","SR","Cincinnati Seven Hills","1:52.86","1:54.11",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"545",9,"Ellie MacPhail","JR","Shaker Hts Hathaway Brown","1:52.51","1:54.42",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"546",10,"Caroline Holmes","SR","Dresden - Tri-Valley","1:52.92","1:54.60",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"547",11,"Meredith Stewart","FR","Shaker Hts Hathaway Brown","1:53.77","1:54.78",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"548",12,"Sonia Bowers","JR","Baltimore LIberty Union","1:54.20","1:54.79",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"549",13,"Lily Klinginsmith","SO","Pepper Pike Orange","1:54.70","1:54.92",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"550",14,"Lauren Musbach","SR","Gates Mills Hawken","1:53.39","1:55.12",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"551",14,"Stephanie Tropper","JR","Shaker Hts",NA,"1:57.78",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"552",16,"Brienne Trumpower","FR","Ontario","1:56.26","1:55.58",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"553",17,"Julia Johnson","SR","Gates Mills Hawken","1:56.53","1:56.53",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"554",18,"Ashley Chase","FR","Chesterland West Geauga","1:56.81","1:56.05",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"555",19,"Corinne Kieser","SO","Cincinnati Seven Hills","1:55.93","1:55.93",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"556",20,"Julia Quinn","JR","Dayton Carroll","1:56.14","1:57.13",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"557",21,"Grace Barnhart","SO","Fairfield Christian Academy","1:57.06","1:57.93",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"558",22,"Baila Bugara","SO","Alliance Marlington","1:57.97","1:58.19",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"559",23,"Annie Volker","SR","Grandview Heights","1:57.16","1:58.56",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"560",24,"Brooke Lemert","FR","Granville","1:57.36","1:59.12",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 2"
"561",NA,NA,NA,"Carson Foster","1:33.38","1:33.38",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"562",1,"Luke Paxton","JR","Hamilton Badin","1:38.60","1:39.16",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"563",2,"Gibson Holmes","FR","Cincinnati Indian Hill","1:38.50","1:39.25",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"564",3,"Charlie Clark","SR","Sandusky Perkins","1:40.77","1:39.89",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"565",4,"Lucas Lane","FR","Dover","1:41.52","1:41.47",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"566",5,"Will Taylor","SR","Cincinnati Indian Hill","1:42.03","1:42.45",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"567",6,"Frank Applebaum","SR","Hunting Valley University Scho","1:41.86","1:42.50",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"568",7,"Kellen Rigg","SO","Bryan","1:43.16","1:44.06",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"569",8,"Kyle Hudson","SO","Napoleon","1:43.31","1:44.87",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"570",9,"Evan Blazer","FR","Springfield Kenton Ridge","1:44.41","1:44.48",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"571",10,"Will Dietz","SO","Gates Mills Hawken","1:45.57","1:44.88",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"572",11,"Michael Butler","JR","Gates Mills Hawken","1:45.93","1:44.92",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"573",12,"Carter Faulkner","SR","Hunting Valley University Scho","1:47.10","1:46.33",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"574",13,"Bailey Parsons","SO","Ashland","1:45.98","1:46.36",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"575",14,"Calvin Price","SO","Pemberville Eastwood","1:46.49","1:46.75",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"576",15,"Cameron Bybee","JR","Bellbrook","1:46.88","1:47.17",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"577",16,"Hunter Hayberger","SR","Sandusky","1:46.11","1:47.55",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"578",NA,NA,NA,"Carson Foster","1:33.38","1:33.38",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"579",1,"Gibson Holmes","FR","Cincinnati Indian Hill","1:40.75","1:38.50",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"580",2,"Luke Paxton","JR","Hamilton Badin","1:40.68","1:38.60",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"581",3,"Charlie Clark","SR","Sandusky Perkins","1:40.81","1:40.77",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"582",4,"Lucas Lane","FR","Dover","1:42.43","1:41.52",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"583",5,"Frank Applebaum","SR","Hunting Valley University Scho","1:45.67","1:41.86",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"584",6,"Will Taylor","SR","Cincinnati Indian Hill","1:42.54","1:42.03",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"585",7,"Kellen Rigg","SO","Bryan","1:43.44","1:43.16",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"586",8,"Kyle Hudson","SO","Napoleon","1:42.06","1:43.31",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"587",9,"Evan Blazer","FR","Springfield Kenton Ridge","1:45.00","1:44.41",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"588",10,"Will Dietz","SO","Gates Mills Hawken","1:46.79","1:45.57",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"589",11,"Michael Butler","JR","Gates Mills Hawken","1:45.74","1:45.93",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"590",12,"Bailey Parsons","SO","Ashland","1:44.97","1:45.98",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"591",13,"Hunter Hayberger","SR","Sandusky","1:45.49","1:46.11",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"592",14,"Calvin Price","SO","Pemberville Eastwood","1:46.19","1:46.49",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"593",15,"Cameron Bybee","JR","Bellbrook","1:46.18","1:46.88",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"594",16,"Carter Faulkner","SR","Hunting Valley University Scho","1:45.64","1:47.10",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"595",17,"Lucas Starling","SO","Lexington","1:47.12","1:47.49",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"596",18,"Logan Brown","SO","Port Clinton","1:47.23","1:47.98",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"597",19,"Luke Dobson","JR","Cincinnati Madeira","1:47.17","1:48.05",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"598",20,"Alex Honigford","FR","Wapakoneta","1:46.09","1:48.09",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"599",21,"Lucas Greenberg","SO","Gates Mills Hawken","1:47.67","1:49.06",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"600",22,"Nate Metzger","JR","Wapakoneta","1:47.37","1:49.43",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"601",23,"Jacob Hathaway","SO","Lexington","1:47.64","1:49.60",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"602",24,"Heath Thomas","JR","Columbus Wellington School","1:48.60","1:50.86",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 2"
"603",NA,NA,NA,"Katie Miller","1:57.98","1:57.98",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
"604",1,"Jessica Eden","SO","Gates Mills Hawken","2:00.90","2:01.12",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
"605",2,"Kate Lair","SR","Kettering Archbishop Alter","2:04.20","2:04.39",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
"606",3,"Jordan Aurnou-Rhees","SR","Columbus",NA,"2:05.68",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
"607",4,"Jamyson Robb","SR","Beloit West Branch","2:05.20","2:05.46",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
"608",5,"Bainon Hart","SR","Gates Mills Hawken","2:05.98","2:05.64",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
"609",6,"Sylvia Stewart-Bates","SR","Gates Mills Hawken","2:05.34","2:06.61",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
"610",7,"Phoebe Ferguson","SO","Grandview Heights","2:07.42","2:06.69",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
"611",8,"Sydney Bare","JR","Gates Mills Hawken","2:07.23","2:08.08",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
